value_0,value_1,value_2,result
243,523,9,false
47,564,201,false
707,38,899,false
515,990,795,false
164,na,212,false
155,369,824,false
609,101,362,false
407,356,991,false
373,835,693,false
398,na,695,false
962,943,112,false
392,794,750,false
297,176,211,false
417,670,691,false
na,290,398,false
51,498,203,false
762,144,245,false
392,337,919,false
702,490,833,false
851,706,372,false
262,492,567,false
976,343,983,false
532,na,569,false
31,783,na,false
278,303,760,false
168,269,393,false
386,307,na,false
950,669,na,true
154,49,217,false
na,435,537,false
731,39,488,false
582,532,461,false
422,na,714,false
510,496,218,false
449,421,361,false
881,200,79,false
37,737,904,false
na,254,681,false
746,332,654,false
199,960,968,false
269,492,216,false
659,520,537,false
362,855,391,false
770,na,351,false
274,913,212,false
504,688,576,false
462,874,938,false
449,866,763,false
620,11,na,false
815,82,994,false
558,49,966,false
634,332,481,false
335,686,600,false
512,na,609,false
577,858,na,false
769,na,630,false
932,243,750,false
160,966,329,false
936,763,607,false
40,584,265,false
420,823,622,false
na,442,726,false
117,797,138,false
237,217,766,false
671,976,na,true
64,767,741,false
940,421,820,false
416,832,505,false
346,857,329,false
125,22,504,false
211,769,471,false
na,207,700,false
388,158,841,false
123,554,143,false
395,479,928,false
638,204,26,false
915,433,592,false
579,896,368,false
648,673,na,false
204,673,267,false
na,924,294,false
106,837,469,false
919,517,303,false
854,983,417,false
23,55,516,false
461,987,589,false
261,836,530,false
656,60,17,false
801,20,575,false
762,176,589,false
81,122,311,false
120,144,791,false
866,947,30,false
833,309,962,false
949,446,683,false
383,794,304,false
235,730,615,false
740,206,657,false
na,260,331,false
800,777,733,true
505,717,na,false
485,665,310,false
659,990,67,false
262,482,623,false
373,774,na,false
516,156,767,false
118,705,620,false
650,842,380,false
222,18,633,false
748,na,152,false
240,654,941,false
728,501,326,false
941,544,361,false
756,199,318,false
576,430,417,false
615,728,344,false
598,na,545,false
849,986,169,false
na,363,817,false
na,336,109,false
217,695,79,false
312,429,380,false
856,423,na,false
na,950,387,false
957,na,750,true
586,174,465,false
439,460,318,false
662,137,24,false
287,813,494,false
689,607,255,false
756,234,298,false
74,417,na,false
55,na,746,false
129,7,160,false
325,694,324,false
284,881,552,false
413,73,971,false
753,192,94,false
609,na,106,false
749,30,646,false
4,328,857,false
527,851,na,false
742,152,430,false
230,169,246,false
17,453,843,false
515,184,516,false
183,839,144,false
747,457,na,false
951,846,227,false
753,372,298,false
79,362,261,false
112,na,123,false
na,716,186,false
355,916,577,false
519,929,834,false
309,437,730,false
278,272,261,false
313,19,na,false
715,457,930,false
362,944,749,false
260,773,718,false
127,431,526,false
444,302,63,false
507,639,296,false
107,na,611,false
176,9,69,false
38,781,993,false
313,na,343,false
348,642,na,false
204,81,618,false
812,963,937,true
764,296,505,false
109,364,555,false
89,na,52,false
187,697,484,false
na,554,694,false
na,308,75,false
114,643,na,false
310,699,993,false
314,153,395,false
78,201,399,false
236,241,100,false
961,200,98,false
738,366,525,false
492,776,741,false
55,640,85,false
280,na,949,false
169,551,68,false
831,603,508,false
99,na,104,false
935,70,194,false
na,892,99,false
712,484,798,false
524,381,134,false
549,215,792,false
na,723,693,false
395,982,365,false
361,666,na,false
na,445,45,false
107,887,775,false
246,700,779,false
na,420,399,false
462,530,758,false
905,444,52,false
577,601,700,false
661,630,10,false
757,127,814,false
985,362,380,false
341,na,715,false
197,971,351,false
266,663,260,false
768,99,436,false
496,343,858,false
715,56,919,false
59,920,949,false
3,na,813,false
260,163,631,false
527,499,897,false
180,595,322,false
693,293,711,false
150,871,na,false
624,na,693,false
262,685,682,false
428,104,642,false
156,636,466,false
na,60,688,false
536,712,113,false
645,629,118,false
260,688,18,false
250,65,555,false
140,778,914,false
na,372,894,false
na,92,181,false
925,109,389,false
na,699,644,false
497,25,313,false
35,342,312,false
29,428,896,false
623,60,124,false
294,403,86,false
900,8,215,false
599,654,469,false
199,961,470,false
513,951,171,false
209,460,104,false
436,233,200,false
379,795,326,false
299,212,918,false
122,520,113,false
924,605,671,false
163,311,55,false
341,456,850,false
607,na,518,false
584,903,946,false
430,343,243,false
386,133,na,false
452,3,na,false
459,794,996,false
756,433,609,false
214,na,393,false
292,819,487,false
634,944,na,false
na,104,691,false
681,na,366,false
964,529,273,false
32,409,751,false
502,805,359,false
235,141,448,false
905,790,262,false
129,7,51,false
225,177,873,false
369,na,422,false
970,421,422,false
864,677,358,false
204,280,801,false
647,490,349,false
895,300,425,false
372,948,693,false
983,411,863,false
419,778,na,false
290,369,826,false
727,378,699,false
96,453,21,false
357,859,742,false
317,924,142,false
428,905,215,false
373,na,468,false
733,123,88,false
917,928,638,false
46,528,239,false
na,111,662,false
646,352,622,false
164,451,709,false
na,896,60,false
211,na,204,false
721,733,612,false
223,736,714,false
91,326,459,false
631,514,744,false
99,598,803,false
149,429,671,false
452,559,538,false
362,667,692,false
na,854,874,false
330,636,747,false
na,927,239,false
399,175,920,false
373,17,15,false
713,841,na,false
390,786,398,false
na,351,500,false
408,90,826,false
209,981,341,false
894,377,160,false
24,233,391,false
na,717,345,false
212,484,936,false
993,610,42,false
442,668,176,false
682,697,na,true
482,468,426,false
86,323,599,false
301,950,330,false
564,532,344,false
572,653,289,false
606,698,11,false
na,974,626,false
262,65,906,false
67,488,168,false
65,923,831,false
184,242,49,false
711,834,24,false
120,na,310,false
812,607,na,false
462,na,623,false
210,155,644,false
50,924,254,false
45,675,205,false
200,800,521,false
359,998,725,false
45,82,414,false
408,277,172,false
496,977,293,false
156,568,680,false
672,360,332,false
663,11,614,false
329,387,865,false
738,179,349,false
935,104,190,false
101,566,192,false
368,759,276,false
573,38,58,false
276,506,283,false
381,na,737,false
893,na,209,false
493,868,449,false
656,691,457,false
263,728,909,false
250,414,704,false
892,198,921,false
229,698,219,false
818,301,480,false
242,473,311,false
55,891,926,false
447,537,110,false
287,99,na,false
359,115,604,false
814,476,309,false
813,100,41,false
558,na,867,false
na,18,505,false
168,40,714,false
145,43,na,false
467,341,969,false
325,421,711,false
436,942,62,false
54,406,na,false
759,903,666,true
977,187,979,false
668,245,153,false
740,718,98,false
837,125,309,false
150,33,934,false
562,851,738,false
217,598,762,false
45,246,869,false
456,483,262,false
131,912,869,false
na,580,433,false
653,939,187,false
139,702,889,false
464,562,420,false
490,639,973,false
3,631,874,false
77,828,357,false
173,625,735,false
371,13,na,false
690,999,341,false
827,162,594,false
163,560,327,false
na,721,972,false
na,699,376,false
na,712,937,false
886,193,667,false
588,325,965,false
805,130,518,false
434,994,786,false
982,456,782,false
na,534,690,false
83,970,259,false
904,536,na,false
408,628,44,false
na,605,348,false
na,503,531,false
149,828,704,false
685,772,315,false
667,883,665,true
487,636,801,false
610,418,420,false
na,954,596,false
99,384,776,false
458,0,0,false
138,162,981,false
313,103,93,false
942,686,381,false
407,50,814,false
895,570,941,false
na,485,821,false
975,639,533,false
621,561,83,false
745,693,358,false
458,264,907,false
132,91,917,false
127,62,na,false
560,734,490,false
139,137,na,false
54,697,591,false
282,750,na,false
759,297,475,false
815,848,649,false
100,188,127,false
61,na,364,false
550,244,597,false
196,661,674,false
364,276,891,false
413,534,354,false
926,na,577,false
692,na,958,false
na,543,500,false
445,279,987,false
549,386,660,false
390,87,542,false
546,186,16,false
856,967,890,true
436,984,720,false
321,639,580,false
573,997,241,false
666,997,4,false
588,447,261,false
350,60,508,false
79,355,46,false
539,191,62,false
348,269,624,false
215,653,129,false
227,772,522,false
171,171,811,false
941,na,573,false
952,656,692,true
950,803,na,true
153,na,15,false
893,na,555,false
na,134,108,false
520,932,270,false
609,591,388,false
653,127,359,false
836,635,126,false
492,737,na,false
877,591,934,false
280,97,208,false
372,432,637,false
363,457,na,false
776,271,81,false
544,150,484,false
894,563,841,false
714,767,558,false
706,495,575,false
717,463,26,false
609,308,815,false
786,352,18,false
496,758,727,false
571,316,480,false
798,257,997,false
581,500,73,false
60,180,317,false
253,278,180,false
813,na,747,false
30,506,893,false
514,154,535,false
677,621,362,false
157,349,992,false
236,578,488,false
649,932,na,false
809,445,576,false
475,749,932,false
801,842,852,true
193,170,905,false
167,161,465,false
156,255,na,false
71,993,402,false
899,803,846,true
723,86,785,false
388,261,821,false
205,912,237,false
756,972,718,true
na,828,595,false
587,6,342,false
516,858,57,false
408,934,938,false
107,820,92,false
180,311,183,false
711,na,891,false
374,415,689,false
940,623,na,false
48,915,989,false
856,311,818,false
383,287,59,false
444,197,876,false
694,470,543,false
0,110,653,false
879,514,744,false
787,na,528,false
384,na,202,false
na,835,678,true
228,737,590,false
891,532,629,false
388,862,590,false
481,na,423,false
382,687,715,false
665,393,601,false
75,855,299,false
572,370,59,false
960,997,880,true
662,546,54,false
475,108,959,false
80,91,272,false
221,518,226,false
728,na,156,false
66,858,466,false
120,948,32,false
799,604,28,false
426,269,404,false
269,261,292,false
747,728,915,true
554,185,281,false
802,428,na,false
541,51,44,false
447,98,936,false
458,836,na,false
750,559,790,false
151,na,411,false
811,na,107,false
937,na,624,false
217,na,454,false
782,722,415,false
353,225,536,false
571,959,762,false
313,234,478,false
291,955,na,false
927,940,128,false
10,899,193,false
911,130,318,false
469,383,842,false
537,136,242,false
284,692,720,false
778,696,na,false
702,57,650,false
240,154,na,false
na,162,442,false
856,645,416,false
220,681,57,false
785,484,90,false
7,598,118,false
999,681,554,false
623,828,345,false
920,278,743,false
692,388,159,false
670,519,96,false
962,893,706,true
451,586,670,false
251,418,756,false
789,950,230,false
174,601,186,false
370,254,389,false
331,360,914,false
493,589,553,false
637,496,237,false
287,194,686,false
278,84,733,false
726,739,734,true
525,744,967,false
72,963,na,false
563,50,8,false
613,945,145,false
799,454,789,false
336,989,592,false
366,606,149,false
515,814,437,false
756,325,767,false
559,971,248,false
201,388,688,false
298,507,na,false
874,996,907,true
583,794,326,false
490,603,na,false
287,665,346,false
na,48,40,false
554,838,379,false
na,760,562,false
632,388,634,false
918,431,890,false
500,229,543,false
868,119,628,false
462,43,729,false
937,918,574,false
365,na,156,false
708,976,156,false
673,133,823,false
163,117,na,false
739,44,437,false
200,153,995,false
113,46,918,false
425,715,459,false
296,na,327,false
365,256,493,false
64,na,510,false
900,915,397,false
753,607,576,false
998,331,178,false
188,12,581,false
na,163,68,false
373,701,956,false
579,581,570,false
na,185,441,false
799,380,613,false
8,271,331,false
186,396,197,false
549,372,842,false
930,122,372,false
355,451,86,false
203,378,190,false
579,na,992,false
352,772,944,false
na,5,661,false
327,127,238,false
4,671,583,false
467,447,127,false
na,134,989,false
521,312,229,false
565,846,423,false
344,180,602,false
943,347,497,false
90,107,391,false
324,223,737,false
431,356,950,false
828,47,988,false
104,955,na,false
779,197,314,false
202,na,562,false
245,722,558,false
509,na,98,false
na,865,575,false
812,981,na,false
728,34,98,false
417,998,259,false
519,194,438,false
108,621,341,false
10,19,na,false
955,858,57,false
303,142,419,false
460,991,115,false
na,358,378,false
174,465,127,false
239,208,621,false
143,937,93,false
430,795,0,false
62,267,445,false
93,84,404,false
993,383,585,false
991,910,352,false
224,770,207,false
na,780,44,false
160,571,912,false
678,na,936,true
152,684,na,false
na,809,314,false
na,257,320,false
250,530,608,false
280,na,19,false
579,463,511,false
823,286,718,false
128,685,43,false
731,885,475,false
277,950,872,false
426,443,683,false
132,345,91,false
476,938,199,false
638,662,na,false
673,na,701,true
113,279,929,false
820,645,882,false
711,965,na,false
363,890,893,false
699,156,80,false
508,42,66,false
55,337,20,false
135,425,902,false
178,130,635,false
213,905,406,false
na,600,643,false
232,97,876,false
187,371,160,false
178,885,312,false
856,116,565,false
353,582,512,false
475,401,151,false
143,280,na,false
79,180,652,false
31,na,496,false
352,155,987,false
136,131,622,false
197,881,575,false
929,57,688,false
82,239,432,false
217,na,937,false
361,225,493,false
3,930,995,false
716,592,334,false
42,135,994,false
297,935,587,false
228,549,558,false
880,175,753,false
465,259,939,false
245,516,374,false
423,171,689,false
79,414,250,false
172,23,841,false
795,908,263,false
na,14,549,false
320,873,121,false
326,884,158,false
135,567,737,false
729,na,398,false
511,41,667,false
na,402,379,false
915,941,775,true
927,320,256,false
552,896,758,false
237,95,206,false
871,136,617,false
446,198,434,false
308,467,964,false
na,206,285,false
955,579,457,false
414,506,317,false
978,815,301,false
764,259,na,false
799,26,na,false
498,630,473,false
985,979,54,false
788,798,na,false
252,756,na,false
413,300,621,false
600,749,708,false
363,319,743,false
738,576,480,false
369,844,826,false
72,693,757,false
488,496,204,false
na,573,601,false
267,713,460,false
45,841,105,false
85,na,142,false
502,909,518,false
737,177,264,false
232,384,150,false
656,89,267,false
853,75,328,false
43,288,386,false
610,541,152,false
752,na,578,false
51,997,na,false
715,802,8,false
711,93,734,false
na,842,983,false
115,792,459,false
405,154,747,false
651,na,147,false
507,63,625,false
36,163,667,false
185,880,862,false
378,727,559,false
571,273,737,false
52,785,692,false
398,262,679,false
320,976,206,false
na,158,263,false
642,na,620,false
na,401,503,false
425,726,797,false
894,890,886,true
306,na,819,false
752,na,750,false
na,810,250,false
22,38,720,false
984,929,403,false
688,620,202,false
na,685,456,false
443,902,214,false
415,920,698,false
980,700,76,false
955,284,239,false
405,933,780,false
725,552,107,false
137,134,na,false
56,229,187,false
876,570,986,false
51,na,492,false
915,617,479,false
886,273,877,false
485,20,889,false
790,124,469,false
956,886,258,false
551,216,409,false
396,484,148,false
117,899,na,false
933,706,763,true
364,427,607,false
968,137,23,false
421,675,31,false
297,968,272,false
na,445,132,false
17,54,46,false
727,352,405,false
840,392,790,false
450,164,905,false
664,546,166,false
303,52,961,false
51,809,486,false
684,263,17,false
624,388,840,false
110,836,903,false
124,941,24,false
598,198,621,false
276,230,67,false
758,673,365,false
679,300,370,false
67,na,636,false
103,118,na,false
209,721,908,false
na,808,196,false
115,447,392,false
777,51,799,false
196,463,766,false
900,221,47,false
266,na,841,false
166,242,717,false
834,738,387,false
175,19,211,false
na,940,332,false
756,986,988,true
795,567,358,false
892,511,827,false
31,534,15,false
156,na,171,false
852,43,300,false
654,5,574,false
232,929,945,false
932,108,399,false
632,887,987,false
551,724,960,false
na,792,687,false
412,868,378,false
998,910,332,false
876,na,913,false
418,800,282,false
774,213,113,false
191,180,na,false
967,287,950,false
975,962,602,false
896,986,198,false
461,94,314,false
738,154,54,false
936,569,778,false
178,5,105,false
735,168,720,false
889,949,237,false
570,80,na,false
15,1,874,false
156,194,643,false
na,479,522,false
na,151,218,false
998,673,785,true
439,38,888,false
276,292,94,false
239,912,469,false
317,74,973,false
66,61,860,false
978,54,113,false
na,513,238,false
na,175,462,false
763,990,367,false
462,15,211,false
536,981,380,false
na,938,237,false
930,844,524,false
56,892,2,false
449,283,na,false
74,4,82,false
934,498,na,false
na,292,374,false
547,873,na,false
540,445,na,false
4,379,939,false
968,667,277,false
504,988,905,false
613,862,982,false
647,990,78,false
444,295,7,false
742,722,854,true
40,804,802,false
165,518,931,false
493,na,461,false
377,229,443,false
529,na,518,false
336,na,572,false
620,925,666,false
613,417,389,false
425,570,24,false
402,133,804,false
57,154,93,false
36,485,601,false
747,847,890,true
85,121,485,false
335,823,819,false
660,341,229,false
545,729,676,false
135,348,606,false
na,430,637,false
941,337,314,false
394,na,457,false
984,825,617,false
123,944,523,false
567,561,648,false
640,396,557,false
251,na,550,false
na,114,110,false
322,51,314,false
273,92,128,false
118,912,468,false
540,na,703,false
777,462,504,false
722,632,796,false
456,na,900,false
683,353,188,false
171,na,954,false
563,616,862,false
741,420,295,false
323,628,922,false
679,992,703,true
104,837,77,false
984,899,na,true
576,347,357,false
421,637,265,false
158,80,403,false
271,276,426,false
na,148,195,false
780,350,917,false
97,43,56,false
787,189,50,false
1,116,512,false
425,na,203,false
730,850,946,true
381,72,743,false
273,383,307,false
80,280,173,false
281,na,673,false
609,803,686,false
363,na,931,false
368,992,42,false
927,638,na,false
403,467,808,false
805,170,813,false
537,244,878,false
469,368,918,false
734,759,134,false
486,284,9,false
253,248,305,false
923,474,968,false
248,803,412,false
784,806,551,false
895,6,338,false
940,499,70,false
na,764,87,false
160,654,965,false
88,185,787,false
788,na,892,false
887,700,211,false
51,119,874,false
979,241,800,false
37,884,262,false
418,375,561,false
398,155,25,false
232,na,968,false
927,312,671,false
194,769,442,false
222,815,411,false
408,676,820,false
316,727,681,false
762,296,448,false
715,326,629,false
674,464,386,false
318,372,172,false
748,79,232,false
425,na,644,false
581,683,342,false
50,na,337,false
572,194,na,false
463,595,566,false
927,605,725,false
563,614,584,false
842,749,na,true
770,990,414,false
786,541,648,false
695,519,na,false
69,273,112,false
799,546,3,false
na,693,323,false
267,540,149,false
467,185,669,false
130,842,759,false
109,526,968,false
431,165,68,false
430,na,233,false
239,na,772,false
74,132,240,false
958,918,192,false
872,737,626,false
30,na,347,false
772,719,427,false
611,956,505,false
487,202,143,false
307,537,na,false
460,263,772,false
441,784,537,false
250,na,466,false
559,413,882,false
158,784,832,false
320,59,407,false
na,225,152,false
790,694,506,false
706,125,618,false
930,na,638,false
436,857,73,false
606,189,528,false
25,14,50,false
465,60,775,false
na,617,785,false
201,784,284,false
254,929,745,false
915,418,259,false
617,580,98,false
na,165,14,false
562,777,210,false
622,217,286,false
897,90,934,false
215,511,180,false
395,817,na,false
192,549,977,false
942,454,466,false
339,631,na,false
237,479,217,false
737,179,na,false
867,na,519,false
962,61,312,false
950,746,815,true
119,na,650,false
463,na,899,false
631,478,213,false
na,5,257,false
na,30,47,false
464,115,260,false
381,190,937,false
805,299,251,false
508,925,332,false
622,983,667,false
574,757,810,false
954,60,742,false
966,556,620,false
851,22,109,false
92,888,894,false
533,165,486,false
913,na,348,false
26,437,971,false
803,239,860,false
na,173,929,false
160,na,198,false
291,269,203,false
460,899,128,false
225,301,688,false
496,601,na,false
37,na,478,false
732,500,119,false
523,722,721,false
114,219,77,false
883,696,141,false
106,864,444,false
na,693,563,false
277,705,868,false
377,415,944,false
870,600,488,false
781,696,677,true
25,860,552,false
301,na,84,false
285,788,101,false
431,629,541,false
31,863,273,false
734,933,133,false
705,342,588,false
138,384,635,false
179,801,397,false
589,545,na,false
647,556,853,false
302,na,982,false
989,231,na,false
980,557,91,false
186,861,308,false
886,na,284,false
12,na,283,false
601,421,705,false
505,702,525,false
796,468,537,false
470,669,na,false
527,276,na,false
245,98,143,false
222,544,798,false
77,205,695,false
173,511,570,false
322,232,309,false
120,na,505,false
502,20,315,false
889,499,118,false
993,332,372,false
na,518,233,false
917,495,157,false
566,451,353,false
867,605,103,false
na,150,462,false
na,648,371,false
849,337,208,false
203,262,799,false
480,na,975,false
755,71,742,false
313,649,511,false
257,824,364,false
765,na,126,false
524,na,773,false
545,302,568,false
231,811,966,false
763,160,262,false
412,702,137,false
373,554,141,false
223,458,901,false
236,997,186,false
142,510,26,false
510,43,879,false
729,448,275,false
101,868,311,false
569,293,395,false
178,45,520,false
481,872,881,false
346,144,111,false
392,791,139,false
na,96,351,false
595,870,537,false
187,2,921,false
910,900,97,false
na,493,451,false
651,991,901,true
352,289,527,false
685,105,552,false
811,504,71,false
338,994,412,false
762,644,992,false
831,570,938,false
978,na,918,true
480,593,139,false
870,248,386,false
978,533,518,false
299,795,247,false
273,9,438,false
na,42,342,false
902,354,401,false
449,na,143,false
724,925,655,true
876,480,322,false
143,419,551,false
66,717,341,false
153,804,243,false
647,995,943,false
216,791,na,false
439,60,873,false
426,385,99,false
818,157,197,false
214,24,649,false
na,256,451,false
287,288,841,false
994,na,215,false
538,32,191,false
na,855,434,false
310,876,534,false
802,525,3,false
651,278,983,false
143,597,442,false
898,897,na,true
991,na,697,true
79,na,545,false
731,398,99,false
882,852,166,false
103,738,316,false
360,370,831,false
9,477,683,false
784,328,737,false
172,347,85,false
319,330,589,false
na,330,602,false
985,259,na,false
692,808,982,true
382,387,407,false
400,823,257,false
171,899,430,false
na,840,33,false
199,870,246,false
521,662,933,false
409,990,712,false
233,126,83,false
768,975,707,true
749,502,901,false
na,341,483,false
169,388,968,false
342,567,176,false
6,412,804,false
16,375,863,false
725,970,na,false
453,na,996,false
897,743,140,false
136,104,592,false
567,915,798,false
na,443,855,false
181,485,803,false
68,287,908,false
497,297,714,false
175,42,45,false
953,879,361,false
465,na,438,false
203,590,760,false
254,362,656,false
567,545,23,false
415,174,140,false
394,549,817,false
817,347,115,false
106,695,74,false
74,na,756,false
740,100,543,false
474,961,389,false
na,745,117,false
548,739,327,false
468,595,484,false
554,499,856,false
na,550,371,false
654,877,918,true
109,365,540,false
240,894,241,false
969,867,915,true
751,930,415,false
108,647,na,false
287,5,na,false
833,81,453,false
985,826,142,false
749,157,625,false
123,861,957,false
861,641,790,false
206,679,354,false
281,528,586,false
309,295,803,false
49,na,344,false
931,270,882,false
657,979,444,false
247,276,505,false
102,754,799,false
na,632,986,false
188,757,465,false
631,779,642,false
451,54,960,false
736,961,644,false
707,na,823,false
197,837,181,false
175,10,227,false
603,860,42,false
932,na,222,false
na,322,138,false
582,297,5,false
214,315,155,false
750,958,265,false
186,na,143,false
823,940,315,false
290,139,314,false
18,274,251,false
562,815,192,false
541,na,719,false
248,857,524,false
407,445,673,false
137,616,na,false
626,870,237,false
136,682,831,false
850,512,421,false
361,746,935,false
519,254,559,false
234,347,430,false
278,373,306,false
206,920,457,false
559,609,380,false
498,223,na,false
233,977,803,false
737,na,131,false
51,335,393,false
212,978,116,false
297,976,887,false
na,450,765,false
553,na,220,false
474,669,969,false
896,48,na,false
770,672,258,false
917,717,783,true
335,294,380,false
583,245,105,false
490,979,552,false
59,402,768,false
306,na,819,false
909,314,320,false
898,na,262,false
167,779,na,false
736,645,696,false
931,385,572,false
762,386,895,false
250,626,741,false
280,118,290,false
467,961,678,false
820,na,771,false
824,420,664,false
126,67,621,false
166,439,854,false
229,897,286,false
650,289,600,false
454,na,254,false
702,846,57,false
839,783,na,false
na,331,478,false
884,207,393,false
423,na,868,false
957,66,88,false
70,456,63,false
818,104,233,false
424,55,70,false
313,578,na,false
581,983,307,false
671,837,873,true
374,422,58,false
866,129,170,false
881,825,135,false
na,630,713,false
na,327,182,false
271,215,na,false
na,236,88,false
288,395,928,false
439,103,110,false
920,288,518,false
334,280,237,false
930,633,680,false
48,718,729,false
920,503,806,false
604,467,278,false
801,136,409,false
468,510,na,false
na,132,285,false
431,567,21,false
509,429,649,false
789,146,67,false
987,820,403,false
698,285,na,false
na,461,514,false
723,448,533,false
226,528,338,false
707,38,865,false
311,943,0,false
135,438,460,false
566,122,633,false
483,476,559,false
958,343,165,false
734,648,700,false
773,253,675,false
401,50,746,false
384,94,na,false
548,599,964,false
86,744,152,false
851,37,na,false
163,540,952,false
671,570,874,false
85,75,27,false
915,333,311,false
264,265,360,false
487,463,564,false
682,605,668,false
21,257,849,false
265,198,805,false
393,747,435,false
84,982,325,false
471,544,80,false
na,914,286,false
710,na,697,false
421,631,555,false
na,420,35,false
658,53,465,false
72,941,531,false
342,171,na,false
834,462,780,false
765,3,958,false
737,943,na,false
557,229,389,false
126,575,872,false
639,982,765,false
na,647,716,false
673,921,209,false
719,113,na,false
956,741,390,false
773,232,458,false
276,701,773,false
12,na,682,false
98,737,663,false
124,702,609,false
406,213,na,false
547,806,103,false
407,881,na,false
785,403,853,false
931,962,na,false
621,503,786,false
57,600,753,false
360,125,896,false
85,594,212,false
95,380,696,false
932,413,249,false
343,953,339,false
373,844,815,false
816,30,668,false
510,612,993,false
828,779,605,false
900,371,na,false
847,188,662,false
85,666,670,false
222,275,617,false
427,na,578,false
99,719,na,false
na,108,12,false
439,293,0,false
138,865,672,false
702,282,86,false
447,79,603,false
499,na,102,false
175,11,na,false
491,621,666,false
605,111,785,false
562,na,214,false
105,570,713,false
699,738,584,false
867,839,766,true
555,142,417,false
557,71,791,false
551,35,683,false
794,143,44,false
704,958,531,false
783,434,783,false
214,123,na,false
592,826,481,false
41,317,649,false
na,931,373,false
299,551,621,false
na,523,224,false
86,na,19,false
281,60,916,false
na,602,588,false
31,567,957,false
442,674,478,false
807,613,na,false
358,809,855,false
403,446,688,false
154,743,577,false
239,133,793,false
234,655,627,false
745,43,759,false
585,677,na,false
842,414,774,false
983,na,381,false
571,278,969,false
200,498,946,false
277,796,590,false
122,na,818,false
783,693,702,true
479,na,503,false
708,519,83,false
744,629,720,false
326,618,260,false
409,536,912,false
54,152,83,false
155,658,557,false
na,253,727,false
198,530,797,false
na,248,493,false
763,612,29,false
368,116,281,false
238,396,na,false
64,786,604,false
454,167,589,false
955,628,412,false
692,118,423,false
793,355,906,false
59,569,756,false
231,149,580,false
402,989,332,false
620,635,62,false
377,142,484,false
106,454,na,false
228,919,379,false
380,875,552,false
944,934,431,false
562,na,546,false
249,20,489,false
590,711,807,false
268,64,708,false
690,952,101,false
307,202,na,false
780,336,124,false
468,675,875,false
920,279,864,false
10,na,152,false
315,996,na,false
37,194,529,false
863,52,595,false
471,510,269,false
546,219,352,false
172,732,249,false
818,662,804,true
na,711,446,false
233,46,520,false
801,na,43,false
84,889,290,false
39,607,383,false
345,na,418,false
202,447,na,false
546,551,425,false
569,719,576,false
na,282,700,false
165,671,509,false
711,0,857,false
391,537,187,false
559,602,792,false
974,na,763,false
555,495,na,false
624,404,993,false
512,280,459,false
na,766,581,false
929,na,870,false
487,58,220,false
763,267,271,false
786,785,222,false
571,198,245,false
338,na,720,false
217,637,495,false
na,55,663,false
541,590,899,false
241,na,353,false
389,286,567,false
876,66,939,false
791,842,946,true
568,240,na,false
509,339,602,false
819,308,720,false
480,167,987,false
604,98,232,false
99,57,598,false
574,358,924,false
356,155,830,false
878,374,798,false
449,425,31,false
620,14,948,false
336,964,511,false
7,400,na,false
202,656,501,false
315,270,124,false
440,956,na,false
14,735,923,false
671,196,384,false
861,506,649,false
457,952,704,false
354,404,745,false
369,895,na,false
114,559,na,false
344,608,702,false
745,824,505,false
605,705,271,false
719,na,516,false
930,288,212,false
828,20,573,false
243,35,na,false
259,571,75,false
723,587,254,false
630,789,597,false
470,879,644,false
532,142,231,false
860,662,276,false
941,107,202,false
229,857,747,false
788,332,981,false
na,925,158,false
106,405,na,false
54,512,927,false
909,633,665,false
596,884,330,false
695,916,na,false
460,104,38,false
555,103,na,false
440,341,969,false
347,na,872,false
766,729,685,true
20,141,344,false
862,211,343,false
825,16,133,false
813,na,219,false
265,346,387,false
309,81,393,false
22,662,199,false
261,957,na,false
na,529,444,false
465,875,na,false
884,298,353,false
846,315,977,false
573,620,99,false
720,877,997,true
603,422,222,false
401,898,370,false
na,458,321,false
111,8,859,false
431,147,993,false
657,325,316,false
275,438,696,false
752,127,510,false
776,221,669,false
527,96,267,false
767,135,650,false
729,994,781,true
na,788,49,false
827,793,885,true
388,529,98,false
112,124,523,false
365,465,859,false
474,408,124,false
852,83,504,false
790,791,1,false
504,386,94,false
942,486,282,false
539,875,658,false
67,844,491,false
634,455,na,false
312,913,6,false
287,420,49,false
77,812,423,false
158,223,989,false
336,485,176,false
707,855,914,true
808,910,105,false
na,931,780,false
463,647,407,false
750,335,646,false
412,31,361,false
548,775,526,false
849,838,626,false
907,470,625,false
73,982,na,false
998,479,na,false
845,121,394,false
923,147,894,false
535,692,784,false
379,466,na,false
992,364,na,false
694,488,na,false
857,824,525,false
957,994,166,false
664,na,715,false
391,508,743,false
na,858,8,false
766,686,187,false
488,170,na,false
393,609,32,false
501,664,969,false
738,669,188,false
51,527,71,false
670,499,72,false
na,559,12,false
28,670,515,false
802,925,424,false
659,212,126,false
na,423,414,false
735,266,990,false
386,590,57,false
626,363,783,false
128,654,746,false
na,856,398,false
470,931,770,false
49,155,684,false
992,484,920,false
na,947,928,false
371,866,973,false
761,878,432,false
na,415,122,false
758,494,483,false
954,167,882,false
764,588,873,false
391,319,591,false
741,na,479,false
774,310,917,false
752,314,192,false
na,733,991,false
753,202,31,false
685,968,567,false
46,655,924,false
585,648,116,false
996,980,101,false
180,471,468,false
257,168,na,false
961,718,780,true
