value1,value2,value3,result
55,85,11,false
87,60,76,true
29,53,33,false
98,36,84,true
98,14,93,false
53,33,8,false
57,87,84,false
81,48,99,false
79,19,25,false
52,17,89,false
40,23,38,false
53,25,54,false
51,80,20,false
62,31,81,false
61,43,56,false
78,79,73,false
35,78,56,false
70,33,9,false
62,48,76,false
21,38,57,false
18,25,87,false
80,46,62,false
54,0,69,false
39,99,63,false
88,7,47,false
2,19,71,false
43,46,79,false
64,91,11,false
99,45,62,false
72,94,86,true
78,54,56,false
73,36,58,false
86,2,33,false
78,60,70,false
68,64,82,true
55,12,28,false
21,66,99,false
67,2,39,false
80,8,60,false
88,67,72,true
68,17,3,false
85,76,56,true
75,35,16,false
17,26,12,false
90,62,48,false
28,53,87,false
80,77,42,false
43,24,72,false
94,94,50,true
73,4,75,false
4,29,68,false
12,67,66,false
95,79,88,true
27,17,23,false
56,41,57,false
7,32,97,false
66,81,4,false
64,7,6,false
70,37,49,false
82,25,25,false
32,39,26,false
7,86,96,false
52,23,88,false
77,40,49,false
27,24,28,false
24,67,86,false
69,9,45,false
71,24,95,false
34,29,41,false
91,39,41,false
80,69,13,false
61,22,17,false
18,95,72,false
41,87,49,false
91,14,11,false
30,15,89,false
80,19,53,false
44,38,88,false
29,68,9,false
3,45,30,false
34,83,68,false
59,83,52,false
96,74,94,true
33,70,26,false
59,39,37,false
56,22,48,false
77,87,92,true
16,90,22,false
39,89,34,false
22,68,6,false
67,26,90,false
0,58,93,false
85,64,56,false
24,20,39,false
83,19,13,false
95,70,2,false
67,47,59,false
5,70,48,false
58,8,15,false
9,63,39,false
59,21,13,false
38,9,63,false
77,45,32,false
17,54,51,false
71,5,98,false
37,46,57,false
30,93,46,false
7,93,24,false
4,87,43,false
18,18,74,false
69,50,6,false
44,8,26,false
25,36,6,false
77,84,51,true
71,20,35,false
16,98,7,false
94,42,59,false
79,44,6,false
21,16,58,false
71,82,97,true
97,16,43,false
0,91,44,false
79,77,21,false
37,43,81,false
26,76,93,false
90,72,97,true
23,99,29,false
4,52,7,false
33,87,62,false
74,19,0,false
91,83,73,true
15,41,94,false
66,1,80,false
73,68,97,true
67,7,88,false
73,81,49,false
8,88,33,false
22,21,87,false
17,71,71,false
60,88,32,false
53,82,68,false
20,71,13,false
4,94,12,false
18,10,69,false
22,52,57,false
96,58,25,false
5,37,49,false
57,32,85,false
81,60,49,false
49,59,27,false
8,35,57,false
69,60,7,false
79,20,89,false
53,43,8,false
63,70,65,false
95,57,51,false
62,0,63,false
45,45,89,false
45,18,85,false
95,40,9,false
10,31,47,false
78,42,75,false
76,29,72,false
88,79,73,true
35,98,28,false
9,29,45,false
9,39,53,false
43,77,41,false
52,58,92,false
1,51,97,false
24,80,49,false
47,93,56,false
31,33,71,false
72,81,78,false
41,41,37,false
61,30,4,false
25,97,84,false
21,28,6,false
8,81,87,false
76,79,49,false
54,88,61,false
3,61,86,false
29,84,2,false
5,73,43,false
66,1,9,false
87,16,35,false
75,75,37,false
51,14,3,false
35,71,23,false
84,15,91,false
3,45,73,false
81,34,13,false
36,5,22,false
44,3,83,false
79,73,72,true
26,23,95,false
65,30,68,false
76,17,30,false
64,30,22,false
86,82,79,true
67,49,65,false
98,73,16,false
18,11,0,false
57,49,75,false
88,35,80,false
64,50,54,false
7,87,59,false
83,99,45,false
79,18,12,false
50,97,71,true
45,53,39,false
14,23,50,false
7,68,89,false
52,62,34,false
52,81,51,false
54,35,75,false
17,24,58,false
63,79,13,false
0,56,66,false
46,99,99,false
26,60,65,false
75,61,48,false
91,25,11,false
33,8,50,false
91,17,55,false
76,19,1,false
79,27,43,false
89,77,46,true
41,53,15,false
81,10,82,false
24,64,76,false
90,79,65,false
65,49,39,false
47,27,83,false
32,76,2,false
33,12,87,false
87,16,83,false
30,24,44,false
56,67,75,false
91,13,52,false
25,98,24,false
76,49,34,false
25,95,86,false
85,75,66,false
59,33,1,false
56,84,37,false
30,10,85,false
87,47,28,false
56,53,72,false
57,44,80,false
86,79,83,true
51,24,2,false
86,75,81,true
21,55,70,false
90,52,70,true
50,37,92,false
26,68,58,false
27,21,85,false
79,11,51,false
76,64,15,false
80,7,65,false
3,80,72,false
45,9,61,false
52,94,92,true
63,39,41,false
51,3,6,false
6,45,95,false
37,84,84,false
20,51,69,false
27,47,44,false
46,63,44,false
25,8,0,false
36,70,14,false
38,38,30,false
23,95,41,false
97,42,84,false
46,62,31,false
52,44,81,false
27,55,16,false
53,4,8,false
0,67,35,false
91,10,92,false
62,31,20,false
41,5,51,false
28,46,60,false
12,22,91,false
41,70,69,false
23,74,87,false
95,79,48,true
92,8,23,false
85,38,93,true
64,28,75,false
39,83,0,false
66,68,98,false
33,73,11,false
17,23,62,false
88,3,66,false
18,4,70,false
81,18,58,false
57,33,56,false
37,40,96,false
59,34,27,false
95,67,46,false
82,30,54,false
75,91,34,false
26,40,55,false
50,19,42,false
77,51,38,false
83,80,59,true
58,58,33,false
1,23,35,false
84,57,49,false
36,34,85,false
66,70,47,false
7,11,7,false
51,34,29,false
76,24,17,false
64,78,57,false
59,4,42,false
25,76,34,false
19,48,69,false
77,62,93,true
74,90,76,true
17,33,48,false
15,99,29,false
46,64,6,false
64,7,66,false
74,57,50,false
85,44,23,false
12,67,1,false
51,37,14,false
50,85,43,false
60,21,28,false
14,55,96,false
28,47,69,false
73,6,4,false
39,25,7,false
90,30,95,false
22,23,70,false
15,86,54,false
91,28,3,false
78,21,96,false
16,32,1,false
63,46,5,false
70,23,56,false
45,43,53,false
3,14,84,false
59,51,78,false
84,89,28,false
86,76,18,false
59,25,26,false
70,45,69,false
85,22,50,false
20,4,28,false
20,38,22,false
62,75,63,false
68,2,65,false
37,94,0,false
43,65,86,false
8,54,75,false
3,74,64,false
59,26,28,false
76,58,50,false
27,77,6,false
25,55,71,false
47,12,5,false
76,88,48,true
9,38,76,false
94,81,7,false
99,74,72,true
2,90,9,false
37,58,11,false
74,19,74,false
49,55,81,false
5,96,62,false
20,92,82,false
96,14,54,false
51,12,80,false
67,70,73,false
47,68,8,false
68,64,22,false
90,25,90,false
49,93,69,true
69,78,42,false
73,62,97,false
74,73,65,false
90,75,85,true
33,61,52,false
15,65,91,false
48,74,90,false
12,15,99,false
7,57,0,false
73,77,74,false
80,78,39,false
28,58,45,false
65,96,33,false
52,6,18,false
28,56,70,false
63,66,90,true
3,38,36,false
35,64,87,false
83,24,88,false
60,13,75,false
76,97,80,true
54,93,78,false
17,48,96,false
68,35,50,false
73,17,65,false
51,15,68,false
3,89,39,false
18,44,25,false
89,47,36,false
81,24,97,false
57,97,48,false
55,85,4,false
79,15,40,false
28,58,26,false
62,14,5,false
68,45,19,false
34,21,36,false
46,94,64,false
95,71,21,false
35,23,47,false
49,73,87,false
56,83,10,false
42,41,78,false
26,16,49,false
52,93,67,true
35,98,77,false
74,41,92,false
45,0,5,false
41,84,70,false
31,31,47,false
3,50,45,false
51,68,48,false
95,64,92,false
38,30,2,false
2,55,42,false
26,65,72,false
38,10,52,false
50,14,1,false
73,51,9,false
42,73,6,false
59,27,3,false
35,94,85,false
40,32,47,false
33,4,35,false
45,29,33,false
45,88,5,false
51,13,91,false
91,83,47,true
31,81,49,false
62,61,88,true
31,24,5,false
35,19,50,false
95,18,92,false
92,35,14,false
3,66,27,false
42,24,80,false
28,34,10,false
24,17,87,false
63,69,50,false
40,31,29,false
47,73,80,false
58,55,73,false
51,91,46,false
92,53,25,false
39,42,21,false
6,93,4,false
46,31,28,false
33,93,13,false
60,62,41,false
10,31,50,false
94,86,17,false
0,4,14,false
18,82,85,false
41,51,68,false
16,96,85,false
39,6,28,false
7,93,50,false
12,2,38,false
16,90,92,false
95,77,56,true
99,71,67,false
75,13,82,false
65,48,63,false
1,34,48,false
36,82,84,false
2,71,41,false
56,19,32,false
20,63,1,false
80,70,37,false
31,61,78,false
38,64,2,false
25,45,89,false
74,39,40,false
26,51,79,false
37,97,29,false
29,48,90,false
76,53,42,false
10,20,24,false
2,79,93,false
62,19,10,false
12,67,85,false
96,54,11,false
8,99,91,false
50,12,73,false
57,66,75,false
31,3,94,false
50,3,69,false
43,44,24,false
27,22,48,false
75,18,65,false
81,88,95,true
97,63,63,true
26,94,81,false
12,69,4,false
75,87,74,true
33,78,33,false
82,9,45,false
20,73,51,false
32,27,55,false
66,37,32,false
37,44,44,false
63,17,30,false
7,9,8,false
19,17,14,false
84,18,47,false
20,67,41,false
43,55,67,false
17,57,31,false
26,89,79,false
12,78,62,false
3,59,1,false
7,69,45,false
6,68,52,false
1,13,45,false
95,91,49,true
93,84,30,false
89,56,94,true
94,80,96,true
16,95,44,false
27,38,85,false
3,53,35,false
69,40,15,false
66,5,59,false
89,52,86,false
74,59,17,false
55,81,27,false
34,87,99,false
93,75,64,true
8,75,2,false
17,86,27,false
62,37,86,false
11,93,78,false
53,99,82,true
87,94,1,false
9,85,10,false
24,71,43,false
43,87,14,false
60,22,19,false
90,59,60,false
36,39,26,false
84,91,84,true
94,41,11,false
37,89,65,false
68,55,88,true
66,23,89,false
17,24,82,false
54,88,48,false
80,93,4,false
28,59,27,false
56,4,87,false
56,21,35,false
72,32,82,false
21,60,32,false
73,94,56,true
94,87,61,false
30,42,90,false
40,45,58,false
84,40,15,false
86,88,36,false
17,93,36,false
13,52,7,false
36,65,65,false
7,11,54,false
2,46,28,false
78,29,24,false
14,8,18,false
82,29,13,false
85,54,41,false
13,10,16,false
95,45,57,false
5,10,14,false
50,62,63,false
39,21,94,false
73,91,72,false
19,14,5,false
14,50,36,false
3,1,74,false
89,2,34,false
33,76,51,false
17,31,29,false
31,19,24,false
17,39,25,false
70,30,80,false
73,71,12,false
45,38,51,false
25,9,89,false
86,28,45,false
90,16,80,false
12,44,91,false
0,21,50,false
75,26,22,false
83,33,79,false
54,17,25,false
70,61,54,false
5,41,13,false
24,11,37,false
73,92,48,true
66,10,0,false
30,18,43,false
18,69,40,false
63,69,7,false
95,1,53,false
90,79,62,true
3,46,79,false
35,64,12,false
4,68,23,false
29,22,31,false
33,72,0,false
26,46,41,false
47,36,68,false
89,71,9,false
23,2,46,false
3,97,82,false
35,41,20,false
17,15,57,false
35,7,38,false
85,3,96,false
37,59,54,false
22,66,13,false
34,5,48,false
91,4,55,false
63,56,59,false
99,92,41,true
44,61,86,false
15,83,51,false
23,86,5,false
17,71,92,false
91,57,51,false
31,33,41,false
33,12,46,false
38,37,18,false
30,43,50,false
4,57,13,false
94,49,88,true
71,34,99,false
97,74,4,false
10,6,93,false
76,98,88,true
45,57,87,false
20,43,66,false
91,2,37,false
1,82,94,false
66,40,38,false
72,46,38,false
67,55,83,false
82,51,95,true
45,11,89,false
88,10,85,false
95,68,15,false
18,69,39,false
34,62,78,false
51,70,52,false
93,64,68,true
49,97,22,false
51,55,91,false
67,25,59,false
62,78,50,false
45,99,65,false
23,39,32,false
18,42,13,false
60,53,73,false
24,30,39,false
71,31,13,false
76,4,24,false
47,21,22,false
56,38,65,false
22,59,8,false
90,89,79,true
23,43,62,false
67,73,65,false
25,91,70,false
71,44,63,false
36,7,95,false
26,97,56,false
13,58,4,false
77,71,69,true
12,77,50,false
75,9,88,false
82,27,82,false
80,71,11,false
96,61,36,false
30,52,29,false
75,96,88,true
28,20,63,false
56,25,53,false
96,53,39,false
79,35,24,false
96,60,21,false
44,85,56,false
0,43,37,false
95,54,36,false
57,44,52,false
28,54,28,false
18,98,87,false
1,8,47,false
50,91,23,false
14,80,58,false
77,41,33,false
46,0,46,false
62,99,70,false
47,59,30,false
93,41,39,false
87,35,5,false
51,18,49,false
83,10,71,false
63,77,79,true
2,56,73,false
99,47,37,false
10,26,68,false
35,71,76,false
11,52,80,false
43,45,42,false
44,16,36,false
36,86,64,false
6,17,23,false
1,94,46,false
25,38,53,false
11,45,12,false
65,4,30,false
24,77,30,false
25,42,58,false
82,72,33,false
90,67,3,false
54,33,3,false
47,84,20,false
11,64,81,false
82,52,37,false
50,21,7,false
17,12,33,false
70,21,71,false
82,1,49,false
65,55,47,false
85,52,36,false
64,94,6,false
16,16,53,false
78,96,7,false
56,80,97,true
35,33,37,false
74,39,92,false
49,38,19,false
37,86,83,false
31,81,22,false
63,62,73,false
74,42,47,false
51,55,97,false
68,70,1,false
76,0,73,false
68,91,43,false
3,82,99,false
13,28,99,false
85,8,36,false
49,64,42,false
77,35,92,false
99,46,80,false
58,18,80,false
27,56,40,false
24,71,23,false
65,12,83,false
46,93,82,true
47,79,1,false
91,96,71,true
16,61,39,false
70,41,72,false
80,20,91,false
53,13,95,false
40,90,14,false
56,92,27,false
26,47,35,false
72,71,77,true
28,26,70,false
36,16,11,false
77,70,69,false
67,50,40,false
45,11,82,false
52,42,69,false
19,66,96,false
86,49,8,false
1,68,58,false
76,38,92,false
10,76,90,false
48,4,96,false
74,36,96,false
0,77,60,false
4,48,95,false
48,54,66,false
94,68,69,false
76,99,28,false
6,28,56,false
72,81,39,false
10,25,83,false
87,58,89,true
92,67,5,false
50,71,95,true
40,20,97,false
46,61,92,false
69,46,47,false
65,21,20,false
78,2,86,false
87,56,70,true
19,87,56,false
51,79,7,false
53,33,89,false
12,39,77,false
99,59,38,false
31,26,60,false
53,8,82,false
61,87,53,false
82,38,56,false
86,78,25,false
63,8,95,false
74,18,44,false
38,27,65,false
56,81,53,false
64,49,95,false
50,32,67,false
3,88,49,false
64,37,88,false
42,63,49,false
37,89,45,false
28,80,59,false
39,85,31,false
32,36,57,false
54,52,15,false
88,61,50,false
8,21,81,false
94,99,44,true
19,41,10,false
8,98,28,false
97,4,46,false
39,59,8,false
77,74,70,false
55,64,2,false
95,62,6,false
87,29,11,false
89,65,32,false
1,57,6,false
36,28,28,false
11,84,91,false
50,23,21,false
71,79,73,false
29,87,29,false
84,27,15,false
3,3,56,false
65,89,72,true
94,27,39,false
67,99,83,false
24,83,97,false
86,65,54,false
38,58,51,false
87,82,16,false
34,95,52,false
43,92,47,false
34,54,30,false
64,63,18,false
38,89,35,false
74,49,34,false
99,38,53,false
42,39,93,false
71,78,45,false
63,10,63,false
43,54,28,false
67,31,67,false
6,41,69,false
13,92,4,false
94,11,83,false
38,77,72,false
3,44,87,false
49,85,71,false
31,86,22,false
87,29,41,false
99,7,43,false
32,19,65,false
46,97,79,false
43,41,33,false
75,65,83,false
9,88,48,false
17,51,17,false
28,7,6,false
96,66,21,false
81,20,48,false
0,46,61,false
46,33,42,false
72,66,86,true
40,66,60,false
25,92,51,false
20,78,35,false
41,75,6,false
67,23,96,false
64,95,9,false
22,80,56,false
65,20,73,false
58,32,48,false
68,32,78,false
71,88,69,true
78,19,99,false
86,43,20,false
2,81,92,false
82,23,28,false
10,97,7,false
23,91,48,false
87,59,24,false
48,77,26,false
25,93,96,false
98,39,54,false
51,15,47,false
50,24,78,false
72,46,2,false
45,89,96,true
76,49,93,false
72,26,83,false
67,74,50,false
19,47,15,false
24,55,4,false
40,0,42,false
67,35,55,false
21,98,8,false
98,19,81,false
94,60,21,false
61,62,15,false
44,76,31,false
85,10,20,false
57,36,19,false
49,44,21,false
60,90,28,false
37,97,44,false
29,2,29,false
35,25,89,false
36,22,47,false
32,0,2,false
9,4,81,false
66,10,72,false
34,30,13,false
22,58,91,false
70,28,5,false
75,58,19,false
93,26,35,false
0,4,16,false
85,18,66,false
9,60,4,false
0,24,63,false
79,60,36,false
10,65,13,false
22,66,75,false
27,76,62,false
50,93,70,false
21,59,92,false
87,21,67,false
60,53,65,false
92,94,64,false
28,69,30,false
59,30,44,false
37,87,48,false
74,32,89,false
28,23,9,false
19,33,52,false
12,9,80,false
33,48,5,false
53,70,68,false
20,73,23,false
81,52,88,false
52,70,14,false
49,60,9,false
23,52,42,false
33,33,94,false
87,43,39,false
61,32,26,false
16,39,40,false
11,4,69,false
82,62,55,false
70,17,84,false
68,29,43,false
34,22,20,false
34,8,87,false
33,42,31,false
17,23,80,false
4,7,46,false
79,65,56,false
36,13,19,false
59,16,81,false
44,23,98,false
48,88,89,false
58,82,16,false
1,44,11,false
69,16,80,false
33,69,62,false
21,19,29,false
50,28,67,false
45,5,27,false
75,49,88,false
36,52,78,false
65,91,86,false
22,42,38,false
5,47,92,false
87,84,1,false
59,37,49,false
44,78,24,false
45,17,55,false
83,31,90,false
51,1,53,false
79,76,28,false
83,51,27,false
63,34,88,false
14,86,72,false
98,47,20,false
52,19,15,false
82,76,49,false
23,39,23,false
3,21,41,false
49,30,39,false
5,85,90,false
44,88,23,false
24,31,2,false
31,7,3,false
51,46,76,false
49,25,33,false
44,21,69,false
19,12,8,false
43,96,60,false
25,93,92,false
97,27,45,false
93,74,60,false
94,58,38,false
61,32,87,false
67,4,39,false
74,65,84,false
67,64,93,true
14,8,50,false
63,76,48,false
28,55,28,false
25,79,91,false
65,99,80,false
5,68,66,false
67,70,48,false
81,10,59,false
30,25,79,false
71,20,16,false
66,48,82,false
97,82,96,true
55,85,25,false
92,62,44,false
8,32,41,false
38,98,99,false
72,10,91,false
54,50,19,false
97,40,20,false
79,7,83,false
10,40,6,false
57,77,83,false
49,52,36,false
20,64,88,false
44,93,60,false
0,38,58,false
39,64,96,false
49,57,97,false
61,89,47,false
89,8,33,false
4,82,24,false
79,82,46,false
55,84,78,true
34,62,62,false
56,51,33,false
12,78,82,false
83,23,2,false
6,62,45,false
15,3,57,false
80,66,65,true
55,90,49,false
12,10,62,false
16,83,59,false
86,98,24,false
67,70,84,true
15,91,89,false
38,64,17,false
27,68,55,false
54,70,55,false
67,85,84,true
96,77,83,true
33,20,50,false
39,4,50,false
97,80,47,true
32,96,14,false
23,55,87,false
66,1,27,false
93,2,73,false
73,53,24,false
46,4,43,false
69,71,92,false
30,65,14,false
64,24,36,false
10,96,83,false
4,7,31,false
71,78,31,false
53,76,18,false
23,78,64,false
28,13,0,false
39,92,89,true
31,76,13,false
71,86,13,false
27,27,38,false
65,81,43,false
95,39,71,false
1,24,14,false
2,58,27,false
56,52,71,false
79,64,53,false
55,45,67,false
61,31,23,false
48,23,57,false
66,91,26,false
32,78,14,false
19,96,76,false
83,8,42,false
7,14,76,false
66,72,71,false
16,96,65,false
78,26,35,false
18,55,12,false
89,11,17,false
47,24,57,false
59,54,30,false
88,69,55,false
13,65,62,false
45,30,17,false
50,69,71,false
46,61,53,false
16,68,71,false
99,93,37,true
55,73,4,false
32,49,20,false
30,94,82,false
80,87,78,true
93,31,95,false
87,80,89,true
80,88,11,false
14,4,21,false
95,95,40,true
27,5,71,false
38,0,21,false
91,15,95,false
40,86,48,false
90,17,31,false
57,86,29,false
37,68,65,false
21,29,26,false
73,38,77,false
81,74,40,false
2,51,80,false
46,50,90,false
84,92,99,true
38,13,96,false
13,51,99,false
93,15,11,false
78,39,98,true
25,57,81,false
95,25,35,false
20,25,1,false
29,48,0,false
63,40,29,false
26,10,74,false
80,75,4,false
82,5,9,false
18,12,4,false
75,62,27,false
7,38,28,false
44,24,88,false
79,13,97,false
69,8,63,false
35,13,81,false
72,35,27,false
12,61,83,false
44,81,91,false
52,94,55,false
77,42,99,true
70,75,43,false
24,35,76,false
74,59,92,true
39,55,82,false
10,25,86,false
39,50,0,false
38,55,15,false
55,71,64,false
5,61,8,false
43,95,36,false
52,41,19,false
73,24,50,false
39,14,45,false
41,4,83,false
23,17,12,false
65,17,78,false
5,4,62,false
89,36,80,false
85,95,59,true
81,5,6,false
18,75,97,false
30,2,52,false
84,41,45,false
60,56,79,false
71,49,73,false
2,39,42,false
1,64,22,false
35,56,21,false
76,42,70,false
52,22,60,false
96,28,61,false
78,75,4,false
78,56,37,false
35,69,83,false
56,46,67,false
40,77,72,false
91,12,34,false
33,93,27,false
97,56,45,false
49,65,86,false
79,79,66,false
28,13,81,false
56,57,8,false
46,96,11,false
27,7,37,false
83,39,30,false
2,74,28,false
38,78,82,false
20,26,40,false
49,71,44,false
14,59,53,false
98,81,72,true
31,56,63,false
99,68,70,false
74,16,31,false
59,99,20,false
55,97,20,false
61,61,52,false
75,60,34,false
41,32,15,false
55,56,37,false
93,1,46,false
93,88,68,false
49,16,80,false
77,72,43,false
93,97,77,true
43,58,24,false
92,97,28,true
55,50,81,false
38,68,20,false
34,85,32,false
5,33,54,false
88,54,5,false
40,2,29,false
32,16,47,false
66,7,45,false
0,20,76,false
94,15,80,false
0,87,42,false
57,37,96,false
28,99,87,true
85,43,84,true
1,60,62,false
42,17,53,false
60,34,29,false
50,29,47,false
81,61,56,false
32,43,10,false
42,83,83,false
2,51,72,false
93,73,83,true
2,16,91,false
1,32,12,false
47,6,13,false
31,20,8,false
28,10,36,false
95,47,51,false
21,41,99,false
79,11,46,false
94,48,24,false
22,49,52,false
60,22,25,false
49,98,86,true
50,83,54,false
12,24,82,false
36,49,67,false
72,95,77,true
84,10,51,false
18,91,82,false
3,59,10,false
55,16,7,false
64,62,71,false
3,64,90,false
34,3,10,false
91,89,49,false
19,89,93,false
35,21,10,false
21,49,36,false
61,49,83,false
44,89,96,true
68,40,51,false
65,63,58,false
22,29,21,false
29,28,68,false
63,60,26,false
15,51,45,false
77,86,32,false
19,39,62,false
61,97,21,false
52,60,21,false
19,80,77,false
61,36,63,false
17,8,0,false
67,18,91,false
67,60,57,false
26,16,76,false
11,57,68,false
65,80,43,false
3,51,22,false
2,33,97,false
79,67,97,false
44,16,69,false
2,79,58,false
85,86,95,true
37,56,97,false
11,42,8,false
76,28,2,false
41,47,34,false
15,65,24,false
96,44,60,false
34,10,17,false
18,50,97,false
8,11,22,false
48,94,12,false
80,49,42,false
60,26,56,false
65,73,12,false
19,32,70,false
9,87,99,false
35,63,12,false
78,95,35,false
8,93,22,false
18,91,36,false
91,35,46,false
86,93,30,false
5,65,19,false
97,79,20,false
42,45,61,false
21,74,75,false
4,40,89,false
25,68,36,false
83,17,17,false
9,85,1,false
90,39,85,false
45,54,82,false
31,14,67,false
49,74,48,false
88,62,83,true
93,35,16,false
83,59,24,false
12,96,50,false
28,98,75,false
82,16,7,false
61,6,56,false
86,26,54,false
16,13,85,false
39,34,17,false
8,77,14,false
85,89,36,false
87,96,30,false
27,9,75,false
64,54,37,false
6,31,5,false
48,33,6,false
66,48,24,false
1,85,35,false
2,16,46,false
99,70,46,true
45,71,7,false
63,44,45,false
55,59,88,false
79,18,29,false
91,49,50,false
52,88,74,true
58,11,48,false
20,53,52,false
13,12,93,false
40,6,8,false
89,42,64,false
88,60,11,false
26,83,36,false
61,30,9,false
21,19,11,false
48,40,6,false
64,99,44,false
11,8,18,false
0,18,54,false
87,91,47,true
35,91,79,false
48,45,76,false
81,47,41,false
25,48,73,false
36,58,82,false
43,72,14,false
68,83,54,false
24,85,42,false
49,84,19,false
32,55,96,false
80,74,30,false
5,2,18,false
53,89,75,true
4,98,37,false
4,35,32,false
46,58,91,false
14,20,66,false
23,50,64,false
77,47,72,false
76,0,13,false
64,99,89,false
54,95,73,false
92,37,81,false
50,74,77,false
84,14,90,false
80,34,90,false
17,70,91,false
22,86,18,false
40,94,96,true
77,94,90,true
35,57,58,false
82,8,41,false
19,90,58,false
85,57,80,false
72,56,77,false
60,55,6,false
97,25,13,false
43,45,69,false
46,4,89,false
42,2,6,false
1,30,18,false
90,47,21,false
82,2,68,false
79,2,47,false
33,38,79,false
58,8,85,false
68,86,28,false
33,35,41,false
82,5,42,false
39,2,85,false
51,63,54,false
11,61,4,false
13,45,60,false
11,88,39,false
85,4,51,false
14,55,56,false
32,31,2,false
19,90,66,false
39,59,71,false
11,3,79,false
58,74,68,false
70,49,39,false
86,0,8,false
77,15,36,false
60,4,32,false
76,43,18,false
5,94,99,false
27,68,64,false
70,85,25,false
38,10,19,false
5,37,71,false
94,97,23,true
27,78,35,false
59,8,39,false
47,87,85,true
28,96,39,false
78,27,79,false
27,74,29,false
93,62,7,false
22,14,89,false
88,79,70,true
46,58,73,false
17,32,43,false
51,15,60,false
13,77,2,false
96,7,19,false
32,60,9,false
39,73,73,false
70,39,24,false
16,11,79,false
66,37,56,false
98,70,86,true
11,79,90,false
96,23,43,false
13,66,37,false
2,58,18,false
25,20,62,false
80,50,43,false
79,92,36,false
27,51,24,false
97,5,24,false
0,9,5,false
49,59,73,false
51,35,7,false
68,92,3,false
40,73,55,false
11,54,31,false
3,88,26,false
86,32,14,false
12,10,82,false
0,82,15,false
93,64,36,false
8,56,52,false
7,97,32,false
38,12,0,false
46,72,52,false
27,66,4,false
74,64,67,false
63,10,31,false
92,47,44,false
41,16,7,false
24,62,85,false
91,41,96,true
24,23,55,false
12,57,20,false
10,89,69,false
76,44,25,false
21,90,4,false
92,35,39,false
95,17,44,false
12,51,36,false
43,16,90,false
59,19,3,false
69,0,31,false
76,47,59,false
94,46,50,false
68,82,42,false
16,39,94,false
72,87,28,false
3,7,75,false
29,43,65,false
66,91,97,false
95,7,38,false
45,79,64,false
86,81,84,true
97,23,11,false
39,88,99,true
56,78,8,false
55,75,26,false
9,79,29,false
3,10,47,false
14,93,16,false
84,5,56,false
66,34,21,false
35,91,41,false
52,24,21,false
90,33,93,true
85,55,96,true
84,24,44,false
87,0,40,false
47,51,79,false
40,33,81,false
17,42,62,false
51,8,0,false
93,80,0,false
20,93,82,false
45,59,0,false
1,48,31,false
56,3,37,false
37,13,36,false
54,97,98,false
40,93,62,false
44,31,83,false
38,49,70,false
17,92,63,false
17,65,87,false
24,13,31,false
15,9,55,false
35,20,67,false
34,78,86,false
66,58,0,false
1,46,30,false
27,8,36,false
89,39,21,false
13,89,60,false
70,75,5,false
5,11,44,false
46,27,85,false
1,65,17,false
54,77,47,false
67,54,90,false
6,2,29,false
3,3,79,false
17,49,1,false
23,90,46,false
72,37,12,false
89,44,63,false
11,97,51,false
45,91,52,false
19,40,33,false
80,4,77,false
17,95,78,false
33,51,45,false
80,2,5,false
12,19,84,false
11,16,91,false
77,98,5,false
29,18,43,false
50,30,56,false
7,56,92,false
56,0,44,false
9,88,39,false
10,53,42,false
46,83,26,false
42,30,90,false
92,67,9,false
3,11,7,false
93,44,8,false
58,13,14,false
56,69,50,false
20,56,45,false
46,71,18,false
98,9,6,false
41,89,76,false
29,88,14,false
59,38,10,false
46,12,47,false
34,22,70,false
63,94,81,true
95,96,61,false
14,37,77,false
58,19,45,false
31,59,78,false
17,34,82,false
19,31,24,false
82,32,61,false
41,7,36,false
48,43,11,false
4,62,66,false
64,2,3,false
40,51,29,false
3,96,96,false
91,7,49,false
88,18,49,false
95,40,36,false
33,49,63,false
78,34,50,false
52,16,3,false
37,69,92,false
52,69,60,false
58,57,7,false
52,19,37,false
60,16,57,false
43,74,12,false
74,26,37,false
53,50,52,false
23,28,24,false
22,53,75,false
42,94,46,false
56,92,46,false
59,83,99,false
37,73,71,false
50,68,42,false
8,86,91,false
15,68,64,false
6,76,59,false
76,50,18,false
98,46,37,false
5,57,72,false
27,69,77,false
90,88,23,false
62,46,43,false
74,64,12,false
76,77,17,false
82,38,72,false
43,94,6,false
46,4,25,false
73,74,92,true
11,43,6,false
7,41,34,false
96,69,57,true
61,74,67,false
78,28,52,false
40,27,71,false
1,72,10,false
6,76,65,false
38,46,62,false
0,27,71,false
48,51,26,false
82,98,20,false
65,23,26,false
58,87,71,true
70,77,62,false
79,69,0,false
46,23,1,false
91,16,60,false
89,22,82,false
95,43,33,false
77,91,13,false
10,17,99,false
97,62,92,false
96,30,7,false
14,5,31,false
95,75,96,true
63,45,2,false
83,49,45,false
49,28,63,false
74,53,91,true
12,25,74,false
11,17,63,false
64,30,5,false
99,51,58,false
5,85,35,false
9,28,86,false
15,73,85,false
2,6,73,false
70,50,52,false
35,31,97,false
48,30,40,false
92,46,75,false
47,98,1,false
6,91,19,false
34,94,87,true
14,40,39,false
92,36,25,false
0,48,31,false
96,70,86,true
0,17,67,false
96,9,9,false
97,58,70,true
35,80,60,false
45,64,85,false
34,13,22,false
36,86,43,false
